Acres,Urban or Rural,Distance to GTET 100,Distance to GTET 200,Distance to CAISO substation,Population Density,percentile_GTET100,percentile_GTET200,percentile_CAISO,Parking,Rooftop
0.00041265965951526223,0,0.041162590331389116,0.022447261475579672,0.0866712465739656,0.0427305645790399,1.0,0.0,2.0,0,1
0.0075837847541782265,1,0.0809876662159367,0.04416513405036604,0.07477419737385076,0.005908926845739169,2.0,1.0,1.0,0,0
0.0001700335535019259,0,0.21367102301904697,0.26468005660192845,0.16249282635699425,0.005908926845739169,3.0,3.0,3.0,1,0
0.00031037066211019076,0,0.03700496173149185,0.11349563636668134,0.15486640638212887,0.004651460640143445,1.0,2.0,3.0,0,1
0.0003031403597428485,1,0.048316210841370034,0.03358451739104572,0.08713062316034999,0.019933167999813706,1.0,1.0,2.0,0,0
0.00014856924585507036,1,0.0959472123845758,0.09056989199109979,0.11921916336131802,0.028572426560480632,2.0,2.0,2.0,0,0
0.00021619559449806942,0,0.05384894239354316,0.18184638218319826,0.31506863427943305,0.03420773807444665,2.0,3.0,3.0,0,1
0.0001363907937231766,0,0.001038071632705245,0.0005660932701785623,0.04997271387650201,0.0427305645790399,0.0,0.0,1.0,0,1
6.08103959211461e-05,0,0.017473891014554523,0.08696293757770508,0.13740550149905867,0.08519333542911034,0.0,2.0,2.0,0,1
1.4168394053660459e-05,0,0.2491592177817188,0.13587439627996795,0.09490533165750457,0.14075471258746958,3.0,3.0,2.0,1,0
0.00033372171791155994,0,0.00622779264310506,0.05125963692093904,0.050834447589001575,0.08029154586840848,0.0,1.0,1.0,1,0
0.008307782455837775,1,0.009173761874039635,0.005002742292052495,0.20094553687217298,0.08551934518611663,0.0,0.0,3.0,0,0
4.8924130500910684e-05,0,0.20059436337423928,0.2648294927924891,0.18168932532448706,0.005908926845739169,3.0,3.0,3.0,1,0
0.0008819999795339566,1,0.1550590024034226,0.10913336788236067,0.08096150946214668,0.006304795836389675,3.0,2.0,1.0,0,0
0.00024241136355621497,0,0.010215456850877996,0.0055708114863047675,0.11501219983777412,0.14075471258746958,0.0,0.0,2.0,0,1
0.00030224610570705687,0,0.0199466331308983,0.010877529471348613,0.10500535030695718,0.08029154586840848,0.0,0.0,2.0,1,0
0.0001614662106376119,0,0.010228746453153336,0.046955465449590526,0.24207008129560129,0.11886548604561806,0.0,1.0,3.0,0,1
0.0013833444699409534,1,0.07654648957232793,0.0823813780326223,0.134236956433592,0.017773353359646978,2.0,2.0,2.0,0,0
0.00011688365262777088,0,0.032139033539211506,0.01752643076198648,0.14213178770721022,0.14075471258746958,1.0,0.0,2.0,0,1
0.00038884596838559553,0,0.07508943570104301,0.04585157083809813,0.025166179138416494,0.14075471258746958,2.0,1.0,0.0,0,1
0.00031730622759277774,1,0.2125148759635539,0.1392408464908883,0.12654910272315534,0.006304795836389675,3.0,3.0,2.0,0,0
0.0001868352456812869,0,0.4830299560660316,0.4073585659741454,0.17476296587414808,0.005233620920511836,3.0,3.0,3.0,0,0
0.0005340376561159006,0,0.11921615442439847,0.06501233690429042,0.11006975108176772,0.0427305645790399,3.0,2.0,2.0,1,0
0.0007394456482378854,0,0.020642934311814437,0.02854722394265558,0.17250332641487948,0.011416163098024148,0.0,0.0,3.0,0,0
4.0782668127708476e-05,0,0.03238132349054051,0.056616200031555354,0.09943877881955412,0.029177873252063755,1.0,1.0,2.0,0,1
0.0007055262088648257,0,0.08317113457432741,0.04535584835599795,0.04915349140085437,0.005804137995272859,2.0,1.0,1.0,0,1
0.00021992643772687407,1,0.06104159587201307,0.12289462934164577,0.05635841296598039,0.005908926845739169,2.0,3.0,1.0,0,0
0.0001615513578136924,0,0.023712562852411516,0.012931209972913181,0.021893307188757503,0.0427305645790399,0.0,0.0,0.0,0,1
0.00012580900946480085,0,0.010874088978059665,0.04561574969199823,0.07723017588797237,0.017773353359646978,0.0,1.0,1.0,0,1
2.196146059861986e-05,0,0.03948139056924782,0.02153045010997691,0.24589003808664522,0.11886548604561806,1.0,0.0,3.0,1,0
0.00011438950330024187,0,0.026973270056525882,0.017311564757500675,0.029309508232248326,0.08519333542911034,1.0,0.0,0.0,1,0
2.1161471307600806e-05,0,0.012468060382103038,0.037309212611065054,0.06316671482217812,0.08519333542911034,0.0,1.0,1.0,1,0
0.0005391708600681734,0,0.09627605875136631,0.052502377698572265,0.03817350059908886,0.005804137995272859,2.0,1.0,0.0,0,1
0.0001261275758542512,1,0.22616315215904992,0.40066947092268124,0.20958681226180959,0.005233620920511836,3.0,3.0,3.0,0,0
0.1298155500804711,1,0.040481439842668054,0.02207580858591833,0.037375656247490216,0.0023286411214735636,1.0,0.0,0.0,0,0
0.0013318287896436631,0,0.06493380456153129,0.035410455898480665,0.02196916095811439,0.014309499691455051,2.0,1.0,0.0,0,1
4.2540772086903915e-05,0,0.02726999256772704,0.12207693094022769,0.15950691587598745,0.008988554728887956,1.0,3.0,3.0,1,0
0.0001446393432485836,1,0.23105644207255355,0.12600238053688848,0.1690727634935302,0.14075471258746958,3.0,3.0,3.0,0,1
0.0002630041848871482,0,0.023680263165539495,0.09111776148639317,0.1541762365253882,0.08029154586840848,0.0,2.0,3.0,0,1
0.006352416340788412,1,0.20899912203120724,0.11397382678377156,0.192964463996961,0.005908926845739169,3.0,2.0,3.0,0,0
0.0007450898373299316,1,0.149118350328769,0.0813189494074293,0.13767781540730786,0.005908926845739169,3.0,2.0,2.0,0,0
0.00039032268405761504,0,0.025639479817391085,0.013982018695260346,0.2284684585167876,0.08551934518611663,1.0,0.0,3.0,0,1
0.00012553838382615466,1,0.04715712617990423,0.08316628813276178,0.25512711612752614,0.0058972836401318006,1.0,2.0,3.0,0,0
0.0005914440609193311,0,0.10190174230536599,0.20797176963862077,0.16824183459481817,0.005908926845739169,2.0,3.0,3.0,0,0
0.00021914991905155068,0,0.03056820773530082,0.02379229119763025,0.2562857922358805,0.11886548604561806,1.0,0.0,3.0,0,1
0.00016816709706278028,0,0.07408985414789047,0.051639883766868594,0.041972076994980685,0.14075471258746958,2.0,1.0,0.0,0,1
0.0003633101444466803,0,0.007507480809264797,0.010006789628433857,0.11448808719536337,0.029177873252063755,0.0,0.0,2.0,0,1
0.0008837573094632931,1,0.1035615684430404,0.056475396396260216,0.15498411881914873,0.08551934518611663,2.0,1.0,3.0,0,0
0.0008195029143477676,1,0.11118068756978389,0.16857451387192024,0.28698885096752674,0.007591370056003818,3.0,3.0,3.0,0,0
0.0003385347496829935,1,0.04838142347492224,0.02638391934421484,0.044669543859874886,0.008988554728887956,1.0,0.0,1.0,0,1
0.00011148998236941889,0,0.07646422804862418,0.041698360251807225,0.07059780269383616,0.0427305645790399,2.0,1.0,1.0,0,1
0.00034474012792393046,0,0.03971480227453851,0.06453963664090347,0.10926944143586334,0.028572426560480632,1.0,2.0,2.0,0,1
0.0018654122905526849,1,0.036323153925086844,0.17983138067694623,0.3414214986977476,0.0022122090653998857,1.0,3.0,3.0,0,0
6.878576774908531e-05,0,0.07030275380398729,0.038338313609189954,0.06490904398761581,0.14075471258746958,2.0,1.0,1.0,1,0
0.000735120284951949,1,0.3677332944348004,0.5167608238168956,0.06054213942232172,0.00891869549524375,3.0,3.0,1.0,1,0
0.012107604026265472,1,0.18327051416672469,0.09994320374748789,0.17086265343115972,0.005908926845739169,3.0,2.0,3.0,0,0
0.015069024998843201,1,0.09147677047525656,0.04988517411728142,0.08445856523882998,0.008988554728887956,2.0,1.0,2.0,0,0
